id,user_id,post_id,like
1069,100,17,-1
1070,101,15,-1
1071,101,13,1
1072,101,3,-1
1073,101,10,-1
1074,101,4,1
1075,101,16,1
1076,101,2,-1
1077,101,8,1
1078,101,7,1
1079,101,5,1
1080,101,12,-1
1081,101,11,1
1082,101,14,-1
1083,101,1,1
1084,101,9,-1
1085,101,20,1
1086,101,18,1
1087,101,19,1
1088,101,6,-1
1089,101,17,1
1090,102,11,-1
1091,102,7,1
1092,102,14,1
1093,102,3,-1
1094,102,15,-1
1095,103,13,-1
1096,103,1,1
1097,103,5,1
1098,103,7,1
1099,103,6,-1
1100,104,12,-1
1101,104,20,-1
1102,105,16,1
1103,105,12,-1
1104,105,20,-1
1105,105,19,1
1106,105,17,1
1107,105,10,1
1108,105,15,1
1109,105,5,-1
1110,105,4,1
1111,105,18,1
1112,105,6,1
1113,105,1,-1
1114,105,11,-1
1115,105,2,-1
1116,105,3,-1
1117,105,8,-1
1118,105,13,-1
1119,105,14,-1
1120,105,9,-1
1121,106,11,1
1122,106,5,1
1123,106,8,-1
1124,106,2,1
1125,106,7,-1
1126,106,18,-1
1127,106,20,1
1128,106,13,-1
1129,106,10,1
1130,106,14,-1
1131,106,3,1
1132,106,17,-1
1133,106,4,1
1134,106,6,1
1135,106,1,1
1136,106,19,-1
1137,107,13,1
1138,107,18,1
1139,107,9,1
1140,107,10,1
1141,107,12,1
1142,107,4,1
1143,107,1,-1
1144,107,2,-1
1145,107,7,1
1146,107,5,1
1147,107,14,1
1148,107,3,1
1149,107,8,-1
1150,107,17,1
1151,107,6,1
1152,107,16,-1
1153,107,11,1
1154,107,15,-1
1155,107,19,1
1156,107,20,-1
1157,108,1,-1
1158,108,9,-1
1159,108,17,-1
1160,108,12,-1
1161,108,4,1
1162,108,18,-1
1163,108,20,-1
1164,108,6,-1
1165,108,8,-1
1166,108,15,1
1167,108,10,1
1168,108,7,-1
1169,108,3,1
1170,108,5,-1
1171,108,13,-1
1172,108,2,1
1173,108,14,1
1174,109,18,1
1175,109,9,1
1176,109,20,1
1177,110,12,-1
1178,110,19,1
1179,110,4,-1
1180,110,5,1
1181,110,8,1
1182,110,18,-1
1183,111,7,1
1184,111,19,-1
1185,111,14,1
1186,111,1,1
1187,112,13,-1
1188,112,6,1
1189,112,18,1
1190,112,5,1
1191,112,12,1
1192,112,1,-1
1193,112,10,1
1194,112,14,1
1195,112,8,1
1196,112,7,-1
1197,112,16,1
1198,112,3,1
1199,112,9,1
1200,112,4,1
1201,112,2,-1
1202,112,20,1
1203,112,17,-1
1204,112,19,1
1205,112,11,-1
1206,112,15,-1
1207,113,1,1
1208,113,4,-1
1209,113,6,1
1210,113,11,-1
1211,114,7,1
1212,114,11,1
1213,114,10,1
1214,114,9,1
1215,114,14,-1
1216,114,8,1
1217,114,2,1
1218,114,12,-1
1219,114,3,1
1220,114,4,1
1221,114,13,1
1222,115,2,1
1223,115,9,-1
1224,115,20,1
1225,115,18,-1
1226,115,5,1
1227,115,14,1
1228,115,12,1
1229,115,10,-1
1230,115,3,-1
1231,115,13,1
1232,115,16,-1
1233,115,8,-1
1234,115,6,1
1235,115,15,1
1236,115,17,-1
1237,116,2,1
1238,116,1,-1
1239,116,5,1
1240,116,8,1
1241,116,11,1
1242,116,18,1
1243,116,12,-1
1244,116,15,1
1245,116,7,1
1246,117,7,-1
1247,117,11,-1
1248,117,3,1
1249,117,4,-1
1250,117,8,1
1251,117,19,-1
1252,117,5,1
1253,118,11,-1
1254,118,18,1
1255,118,15,-1
1256,118,20,-1
1257,118,17,1
1258,118,5,-1
1259,118,12,1
1260,119,10,-1
1261,119,8,-1
1262,119,7,-1
1263,119,1,1
1264,119,5,-1
1265,119,3,1
1266,119,17,1
1267,119,2,-1
1268,119,16,-1
1269,119,18,-1
1270,120,2,-1
1271,120,1,-1
1272,120,4,1
1273,120,9,-1
1274,120,13,1
1275,120,10,1
1276,120,18,1
1277,120,6,-1
1278,120,11,1
1279,120,19,1
1280,120,5,1
1281,120,20,-1
1282,120,16,-1
1283,120,12,1
1284,120,3,1
1285,121,14,-1
1286,121,13,-1
1287,121,1,1
1288,121,12,-1
1289,121,9,-1
1290,121,5,-1
1291,121,7,-1
1292,121,11,-1
1293,121,19,1
1294,121,10,-1
1295,121,3,1
1296,121,4,-1
1297,121,20,-1
1298,121,2,-1
1299,121,8,-1
1300,121,18,1
1301,121,17,-1
1302,121,16,-1
1303,121,15,-1
1304,121,6,1
1305,122,20,-1
1306,122,19,1
1307,122,2,-1
1308,122,5,-1
1309,122,16,-1
1310,122,12,-1
1311,122,14,1
1312,122,15,-1
1313,122,8,1
1314,122,13,-1
1315,122,17,1
1316,122,4,-1
1317,122,1,-1
1318,123,6,-1
1319,123,13,1
1320,123,7,-1
1321,123,15,-1
1322,123,19,1
1323,123,11,-1
1324,123,9,1
1325,123,2,1
1326,123,12,-1
1327,123,3,1
1328,123,4,-1
1329,123,10,-1
1330,123,8,-1
1331,123,17,-1
1332,123,20,1
1333,124,8,-1
1334,124,10,-1
1335,124,12,1
1336,124,4,-1
1337,124,2,-1
1338,124,19,-1
1339,124,11,-1
1340,125,5,-1
1341,125,9,1
1342,125,14,-1
1343,125,6,-1
1344,125,16,-1
1345,125,7,1
1346,126,15,1
1347,126,2,1
1348,126,16,1
1349,126,9,1
1350,126,13,-1
1351,126,6,1
1352,126,11,1
1353,126,20,1
1354,126,5,-1
1355,126,17,1
1356,126,4,-1
1357,126,14,-1
1358,126,1,1
1359,126,19,1
1360,126,12,-1
1361,126,10,-1
1362,126,3,-1
1363,127,10,1
1364,127,2,-1
1365,127,11,-1
1366,127,6,-1
1367,127,8,1
1368,127,13,-1
1369,127,5,1
1370,127,17,-1
1371,127,20,-1
1372,127,14,1
1373,127,12,-1
1374,127,15,1
1375,128,16,1
1376,128,15,-1
1377,128,12,1
1378,128,8,1
1379,128,9,1
1380,128,18,1
1381,129,11,-1
1382,129,5,-1
1383,129,7,1
1384,129,9,-1
1385,129,19,-1
1386,129,18,1
1387,129,8,-1
1388,129,14,1
1389,129,15,1
1390,129,10,1
1391,130,12,-1
1392,131,1,-1
1393,131,15,-1
1394,131,20,-1
1395,131,3,-1
1396,131,5,-1
1397,131,19,1
1398,131,17,-1
1399,131,8,-1
1400,131,10,-1
1401,131,2,-1
1402,131,9,-1
1403,131,16,1
1404,131,14,1
1405,132,17,1
1406,132,7,-1
1407,132,12,-1
1408,132,14,1
1409,132,8,-1
1410,132,10,-1
1411,132,5,-1
1412,132,16,-1
1413,132,1,1
1414,132,19,1
1415,132,11,-1
1416,132,4,1
1417,132,3,1
1418,132,15,1
1419,132,2,1
1420,133,16,1
1421,133,2,-1
1422,133,8,1
1423,133,1,-1
1424,133,13,-1
1425,133,3,-1
1426,133,10,-1
1427,133,11,1
1428,133,6,1
1429,133,5,1
1430,133,20,1
1431,133,14,1
1432,133,4,-1
1433,133,9,1
1434,133,19,1
1435,133,7,-1
1436,133,15,-1
1437,133,17,-1
1438,134,8,-1
1439,134,14,1
1440,134,6,-1
1441,134,1,1
1442,134,12,1
1443,134,19,1
1444,134,16,-1
1445,134,10,-1
1446,134,17,1
1447,134,3,-1
1448,134,15,1
1449,134,11,1
1450,134,2,1
1451,134,7,1
1452,134,4,1
1453,134,18,1
1454,134,20,-1
1455,134,9,-1
1456,134,13,-1
1457,135,6,1
1458,135,5,1
1459,135,17,1
1460,135,2,-1
1461,136,10,-1
1462,136,16,-1
1463,137,19,1
1464,137,4,1
1465,137,1,1
1466,137,18,-1
1467,137,3,1
1468,137,9,-1
1469,137,14,-1
1470,137,17,-1
1471,137,16,1
1472,137,7,-1
1473,138,1,-1
1474,138,4,1
1475,138,16,-1
1476,138,18,-1
1477,138,19,-1
1478,139,4,-1
1479,139,12,1
1480,139,3,-1
1481,139,10,-1
1482,139,8,1
1483,139,17,-1
1484,139,1,1
1485,140,17,-1
1486,140,12,-1
1487,140,2,-1
1488,140,11,1
1489,140,19,1
1490,140,5,-1
1491,140,6,-1
1492,140,18,1
1493,140,4,-1
1494,140,9,-1
1495,140,16,-1
1496,140,7,1
1497,140,1,1
1498,140,14,1
1499,140,15,1
1500,140,13,1
1501,140,8,1
1502,140,20,1
1503,141,18,1
1504,141,7,1
1505,141,12,1
1506,141,17,1
1507,141,3,-1
1508,141,15,-1
1509,141,19,1
1510,141,2,-1
1511,141,5,-1
1512,141,20,-1
1513,141,9,-1
1514,141,14,-1
1515,141,11,1
1516,142,9,-1
1517,142,15,-1
1518,142,20,1
1519,142,17,1
1520,142,13,1
1521,142,14,-1
1522,142,8,-1
1523,142,11,1
1524,142,19,-1
1525,142,18,-1
1526,142,7,-1
1527,142,5,1
1528,142,3,1
1529,142,1,-1
1530,142,10,-1
1531,142,16,-1
1532,142,4,-1
1533,143,4,1
1534,143,14,-1
1535,143,18,1
1536,143,13,1
1537,143,8,1
1538,143,2,1
1539,143,19,1
1540,143,12,-1
1541,143,7,1
1542,144,19,1
1543,144,10,1
1544,144,7,-1
1545,144,14,1
1546,144,6,1
1547,144,9,-1
1548,144,5,-1
1549,144,4,1
1550,144,12,1
1551,144,18,-1
1552,144,1,-1
1553,144,20,1
1554,144,13,-1
1555,144,8,-1
1556,144,16,-1
1557,144,2,-1
1558,145,20,1
1559,145,15,-1
1560,145,1,1
1561,145,12,-1
1562,145,19,1
1563,146,19,-1
1564,146,10,-1
1565,146,8,-1
1566,146,9,1
1567,146,3,1
1568,147,6,-1
1569,147,11,-1
1570,147,3,-1
1571,147,9,-1
1572,147,20,-1
1573,147,7,1
1574,147,19,-1
1575,147,5,1
1576,147,15,1
